"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","collision","weekday","bizday","onoff"
16340049,"GGHB",160401,"04/01/2016 07:30:00","1179-Trfc Collision-1141 Enrt","I80 W / W Texas St Onr","Solano FSP",NA,NA,38.247868,-122.073078,4,95,23182,80,"W","17.004",44.5,"",4,TRUE,"Friday",TRUE,TRUE
16340050,"GGHB",160401,"04/01/2016 07:29:00","1179-Trfc Collision-1141 Enrt","I80 W / W Texas St Onr","Solano",NA,NA,38.247868,-122.073078,4,95,23182,80,"W","17.004",44.5,"",12,TRUE,"Friday",TRUE,TRUE
16340094,"GGHB",160401,"04/01/2016 07:57:00","1183-Trfc Collision-Unkn Inj","I80 W / N Meridian Rd Ofr","Solano FSP",NA,NA,38.404904,-121.91246,4,95,81554,80,"W","31.52",59,"",16,TRUE,"Friday",TRUE,TRUE
16340095,"GGHB",160401,"04/01/2016 07:55:00","1183-Trfc Collision-Unkn Inj","I80 W / N Meridian Rd Ofr","Solano",NA,NA,38.404904,-121.91246,4,95,81554,80,"W","31.52",59,"",2,TRUE,"Friday",TRUE,TRUE
16340125,"GGHB",160401,"04/01/2016 08:09:00","1182-Trfc Collision-No Inj","I80 W / Tp","San Francisco",NA,NA,37.824289,-122.313853,4,1,53000,80,"W","1.99",7.3,"",20,TRUE,"Friday",TRUE,FALSE
16340327,"GGHB",160401,"04/01/2016 09:58:00","1182-Trfc Collision-No Inj","I80 W / Appian Wy S Onr","Oakland",NA,NA,37.992603,-122.306302,4,13,57288,80,"W","7.354",20.7,"",24,TRUE,"Friday",TRUE,TRUE
16340342,"GGHB",160401,"04/01/2016 09:59:00","1182-Trfc Collision-No Inj","I80 W / Appian Wy S Onr","Oakland FSP",NA,NA,37.992603,-122.306302,4,13,57288,80,"W","7.354",20.7,"",0,TRUE,"Friday",TRUE,TRUE
16340426,"GGHB",160401,"04/01/2016 10:56:00","1182-Trfc Collision-No Inj","I80 W / University Ave Ofr","Oakland",NA,NA,37.869523,-122.304749,4,1,6000,80,"W","5.99",11.3,"",14,TRUE,"Friday",TRUE,TRUE
16340439,"GGHB",160401,"04/01/2016 10:59:00","1182-Trfc Collision-No Inj","I80 W / Treasure Island Onr","San Francisco",NA,NA,37.808087,-122.367206,4,75,67000,80,"W","7.64",4.1,"",26,TRUE,"Friday",TRUE,TRUE
16340821,"GGHB",160401,"04/01/2016 14:10:00","1183-Trfc Collision-Unkn Inj","I80 W / Powell St Ofr","Oakland",NA,NA,37.842598,-122.297583,4,1,22594,80,"W","4.09",9.4,"",7,TRUE,"Friday",TRUE,TRUE
16340943,"GGHB",160401,"04/01/2016 15:00:00","1182-Trfc Collision-No Inj","I80 W / Powell St E Onr","GGFSP",NA,NA,37.830511,-122.294033,4,1,53000,80,"W","3.29",8.6,"",0,TRUE,"Friday",TRUE,TRUE
16340945,"GGHB",160401,"04/01/2016 14:53:00","1182-Trfc Collision-No Inj","I80 W / Powell St E Onr","Oakland",NA,NA,37.830511,-122.294033,4,1,53000,80,"W","3.29",8.6,"",41,TRUE,"Friday",TRUE,TRUE
16341044,"GGHB",160401,"04/01/2016 15:39:00","1182-Trfc Collision-No Inj","I80 W","Oakland FSP",NA,NA,37.872724,-122.305745,4,1,6000,80,"W","6.29",11.6,"",5,TRUE,"Friday",TRUE,FALSE
16341045,"GGHB",160401,"04/01/2016 15:38:00","1183-Trfc Collision-Unkn Inj","I80 W / Oday Rd Ofr","Solano",NA,NA,38.418702,-121.894334,4,95,NA,80,"W","32.82",60.3,"",11,TRUE,"Friday",TRUE,TRUE
16341234,"GGHB",160401,"04/01/2016 16:54:00","1182-Trfc Collision-No Inj","I80 W / Tp","San Francisco",NA,NA,37.824289,-122.313853,4,1,53000,80,"W","1.99",7.3,"",44,TRUE,"Friday",TRUE,FALSE
16341410,"GGHB",160401,"04/01/2016 18:07:00","1182-Trfc Collision-No Inj","I80 W / Powell St Ofr","Oakland FSP",NA,NA,37.842598,-122.297583,4,1,22594,80,"W","4.09",9.4,"",1,TRUE,"Friday",TRUE,TRUE
16341412,"GGHB",160401,"04/01/2016 18:05:00","1182-Trfc Collision-No Inj","I80 W / Powell St Ofr","Oakland",NA,NA,37.842598,-122.297583,4,1,22594,80,"W","4.09",9.4,"",27,TRUE,"Friday",TRUE,TRUE
16341505,"GGHB",160401,"04/01/2016 18:44:00","1183-Trfc Collision-Unkn Inj","I80 W / I80 W Sr37 W Con","Solano",NA,NA,38.146869,-122.216801,4,95,81666,80,"W","6.215",33.7,"",24,TRUE,"Friday",TRUE,FALSE
16345707,"GGHB",160404,"04/04/2016 05:28:00","1183-Trfc Collision-Unkn Inj","I80 W / Mason St Ofr","Solano",NA,NA,38.354411,-121.97866,4,95,81554,80,"W","R26.406",53.9,"",20,TRUE,"Monday",TRUE,TRUE
16345767,"GGHB",160404,"04/04/2016 06:17:00","1179-Trfc Collision-1141 Enrt","I80 W / Scales","Solano FSP",NA,NA,38.229722,-122.116944,4,95,NA,80,"W","14.304",41.8,"",15,TRUE,"Monday",TRUE,FALSE
16345768,"GGHB",160404,"04/04/2016 06:16:00","1179-Trfc Collision-1141 Enrt","I80 W / Scales","Solano",NA,NA,38.229722,-122.116944,4,95,NA,80,"W","14.304",41.8,"",50,TRUE,"Monday",TRUE,FALSE
16345772,"GGHB",160404,"04/04/2016 06:20:00","1183-Trfc Collision-Unkn Inj","I80 W / Cutting Blvd Ofr","Oakland FSP",NA,NA,37.927978,-122.32287,4,13,60620,80,"W","2.254",15.6,"",41,TRUE,"Monday",TRUE,TRUE
16345773,"GGHB",160404,"04/04/2016 06:18:00","1183-Trfc Collision-Unkn Inj","I80 W / Cutting Blvd Ofr","Oakland",NA,NA,37.927978,-122.32287,4,13,60620,80,"W","2.254",15.6,"",79,TRUE,"Monday",TRUE,TRUE
16345961,"GGHB",160404,"04/04/2016 08:01:00","1182-Trfc Collision-No Inj","I80 W / W Texas St Onr","Solano FSP",NA,NA,38.247868,-122.073078,4,95,23182,80,"W","17.004",44.5,"",2,TRUE,"Monday",TRUE,TRUE
16345962,"GGHB",160404,"04/04/2016 07:58:00","1182-Trfc Collision-No Inj","I80 W / W Texas St Onr","Solano",NA,NA,38.247868,-122.073078,4,95,23182,80,"W","17.004",44.5,"",10,TRUE,"Monday",TRUE,TRUE
16346227,"GGHB",160404,"04/04/2016 10:10:00","1182-Trfc Collision-No Inj","I80 W / SCALES","Solano",NA,NA,38.229722,-122.116944,4,95,NA,80,"W","14.304",41.8,"",31,TRUE,"Monday",TRUE,FALSE
16346513,"GGHB",160404,"04/04/2016 13:05:00","1179-Trfc Collision-1141 Enrt","I80 W / University Ave Ofr","Oakland FSP",NA,NA,37.869523,-122.304749,4,1,6000,80,"W","5.99",11.3,"",37,TRUE,"Monday",TRUE,TRUE
16346515,"GGHB",160404,"04/04/2016 13:03:00","1179-Trfc Collision-1141 Enrt","I80 W / University Ave Ofr","Oakland",NA,NA,37.869523,-122.304749,4,1,6000,80,"W","5.99",11.3,"",36,TRUE,"Monday",TRUE,TRUE
16346740,"GGHB",160404,"04/04/2016 14:55:00","1182-Trfc Collision-No Inj","I80 W / I80 W Sr113 Con","Solano",NA,NA,38.52944,-121.755176,4,95,NA,80,"W","R43.62",71.1,"",63,TRUE,"Monday",TRUE,FALSE
16347038,"GGHB",160404,"04/04/2016 17:03:00","1179-Trfc Collision-1141 Enrt","I80 W / N Meridian Rd Ofr","Solano FSP",NA,NA,38.404904,-121.91246,4,95,81554,80,"W","31.52",59,"",-1,TRUE,"Monday",TRUE,TRUE
16347040,"GGHB",160404,"04/04/2016 17:01:00","1179-Trfc Collision-1141 Enrt","I80 W / N Meridian Rd Ofr","Solano",NA,NA,38.404904,-121.91246,4,95,81554,80,"W","31.52",59,"",35,TRUE,"Monday",TRUE,TRUE
16347276,"GGHB",160404,"04/04/2016 18:55:00","1179-Trfc Collision-1141 Enrt","I80 W / Fremont St Ofr","San Francisco",NA,NA,37.78699,-122.389859,4,75,67000,80,"W","5.74",2.2,"",65,TRUE,"Monday",TRUE,TRUE
16347729,"GGHB",160405,"04/05/2016 05:09:00","1182-Trfc Collision-No Inj","I80 W / Oday Rd Ofr","Solano",NA,NA,38.418702,-121.894334,4,95,NA,80,"W","32.82",60.3,"",21,TRUE,"Tuesday",TRUE,TRUE
16347799,"GGHB",160405,"04/05/2016 06:15:00","1182-Trfc Collision-No Inj","I80 W / Green Valley Rd Onr","Solano",NA,NA,38.213836,-122.142185,4,95,23182,80,"W","12.504",40,"",23,TRUE,"Tuesday",TRUE,TRUE
16347810,"GGHB",160405,"04/05/2016 06:19:00","1183-Trfc Collision-Unkn Inj","I80 W / Appian Wy Ofr","Contra Costa FSP",NA,NA,37.994255,-122.296122,4,13,57288,80,"W","7.954",21.3,"",14,TRUE,"Tuesday",TRUE,TRUE
16347872,"GGHB",160405,"04/05/2016 07:03:00","1179-Trfc Collision-1141 Enrt","I80 W / Cordelia Cvef Onr","Solano FSP",NA,NA,38.227366,-122.121263,4,95,NA,80,"W","14.004",41.5,"",8,TRUE,"Tuesday",TRUE,TRUE
16347875,"GGHB",160405,"04/05/2016 06:59:00","1179-Trfc Collision-1141 Enrt","I80 W / Cordelia Cvef Onr","Solano",NA,NA,38.227366,-122.121263,4,95,NA,80,"W","14.004",41.5,"",20,TRUE,"Tuesday",TRUE,TRUE
16348335,"GGHB",160405,"04/05/2016 10:40:00","1183-Trfc Collision-Unkn Inj","I80 W / Powell St Ofr","Oakland FSP",NA,NA,37.842598,-122.297583,4,1,22594,80,"W","4.09",9.4,"",3,TRUE,"Tuesday",TRUE,TRUE
16348336,"GGHB",160405,"04/05/2016 10:39:00","1183-Trfc Collision-Unkn Inj","I80 W / Powell St Ofr","Oakland",NA,NA,37.842598,-122.297583,4,1,22594,80,"W","4.09",9.4,"",5,TRUE,"Tuesday",TRUE,TRUE
16348954,"GGHB",160405,"04/05/2016 15:59:00","1183-Trfc Collision-Unkn Inj","I80 W / Hilltop Dr N Onr","Oakland FSP",NA,NA,37.975686,-122.318684,4,13,60620,80,"W","5.954",19.3,"",31,TRUE,"Tuesday",TRUE,TRUE
16348956,"GGHB",160405,"04/05/2016 15:57:00","1183-Trfc Collision-Unkn Inj","I80 W / Hilltop Dr N Onr","Oakland",NA,NA,37.975686,-122.318684,4,13,60620,80,"W","5.954",19.3,"",59,TRUE,"Tuesday",TRUE,TRUE
16349138,"GGHB",160405,"04/05/2016 17:09:00","1183-Trfc Collision-Unkn Inj","I80 W / Waterman Blvd Ofr","Solano FSP",NA,NA,38.276293,-122.047378,4,95,23182,80,"W","19.404",46.9,"",9,TRUE,"Tuesday",TRUE,TRUE
16349464,"GGHB",160405,"04/05/2016 19:42:00","1183-Trfc Collision-Unkn Inj","I80 W / San Pablo Dam Rd Ofr","Oakland",NA,NA,37.959772,-122.330645,4,13,68294,80,"W","4.554",17.9,"",103,TRUE,"Tuesday",TRUE,TRUE
16349599,"GGHB",160405,"04/05/2016 21:28:00","1179-Trfc Collision-1141 Enrt","I80 W / I505 S I80 Con","Solano",NA,NA,38.369671,-121.957892,4,95,81554,80,"W","R28.006",55.5,"",NA,TRUE,"Tuesday",TRUE,FALSE
16349600,"GGHB",160405,"04/05/2016 21:27:00","1183-Trfc Collision-Unkn Inj","I80 W / Leisure Town Rd Ofr","Solano",NA,NA,38.392496,-121.928489,4,95,81554,80,"W","30.22",57.7,"",13,TRUE,"Tuesday",TRUE,TRUE
16349826,"SAHB",160406,"04/06/2016 04:24:00","1182-Trfc Collision-No Inj","I80 W / Jwo Richards Blvd","Woodland",NA,NA,38.536564,-121.740004,4,95,NA,80,"W","R44.62",72.1,"",11,TRUE,"Wednesday",TRUE,FALSE
16349828,"GGHB",160406,"04/06/2016 04:28:00","1182-Trfc Collision-No Inj","I80 W / Jwo Richards Blvd","Solano",NA,NA,38.536555,-121.739997,4,95,NA,80,"W","R44.62",72.1,"",7,TRUE,"Wednesday",TRUE,FALSE
16349869,"GGHB",160406,"04/06/2016 05:44:00","1182-Trfc Collision-No Inj","I80 W / Harrison St Ofr","San Francisco",NA,NA,37.784877,-122.39266,4,75,67000,80,"W","5.54",2,"",57,TRUE,"Wednesday",TRUE,TRUE
16349894,"GGHB",160406,"04/06/2016 06:06:00","1183-Trfc Collision-Unkn Inj","I80 W / Powell St E Onr","Oakland",NA,NA,37.830511,-122.294033,4,1,53000,80,"W","3.29",8.6,"",86,TRUE,"Wednesday",TRUE,TRUE
16349923,"GGHB",160406,"04/06/2016 06:21:00","1183-Trfc Collision-Unkn Inj","I80 W / Green Valley Rd Onr","Solano",NA,NA,38.213836,-122.142185,4,95,23182,80,"W","12.504",40,"",24,TRUE,"Wednesday",TRUE,TRUE
16350022,"GGHB",160406,"04/06/2016 07:23:00","1182-Trfc Collision-No Inj","I80 W / I80 W San Pablo Ave OFR - Gore Pt","Oakland",NA,NA,37.938211,-122.325867,4,13,60620,80,"W","3.054",16.4,"",81,TRUE,"Wednesday",TRUE,TRUE
16350023,"GGHB",160406,"04/06/2016 07:22:00","1182-Trfc Collision-No Inj","I80 W / I80 W San Pablo Ave OFR - Gore Pt","Oakland FSP",NA,NA,37.938211,-122.325867,4,13,60620,80,"W","3.054",16.4,"",0,TRUE,"Wednesday",TRUE,TRUE
16350771,"GGHB",160406,"04/06/2016 13:24:00","1183-Trfc Collision-Unkn Inj","I80 W / Treasure Island Onr","San Francisco",NA,NA,37.808087,-122.367206,4,75,67000,80,"W","7.64",4.1,"",3,TRUE,"Wednesday",TRUE,TRUE
16351567,"GGHB",160406,"04/06/2016 19:11:00","1183-Trfc Collision-Unkn Inj","I80 W / Powell St Ofr","Oakland",NA,NA,37.842598,-122.297583,4,1,22594,80,"W","4.09",9.4,"",36,TRUE,"Wednesday",TRUE,TRUE
16352094,"GGHB",160407,"04/07/2016 06:12:00","1183-Trfc Collision-Unkn Inj","I80 W I680 CON","Solano FSP",NA,NA,38.21678,-122.137934,4,95,23182,80,"W","12.804",40.3,"",2,TRUE,"Thursday",TRUE,FALSE
16352556,"GGHB",160407,"04/07/2016 09:51:00","1182-Trfc Collision-No Inj","I80 W / Central Ave Ofr","Oakland",NA,NA,37.903864,-122.312909,4,13,60620,80,"W","0.454",13.8,"",18,TRUE,"Thursday",TRUE,TRUE
16354519,"GGHB",160408,"04/08/2016 08:08:00","1179-Trfc Collision-1141 Enrt","I80 W / Abernathy Rd Ofr","Solano FSP",NA,NA,38.244248,-122.082717,4,95,23182,80,"W","16.404",43.9,"",28,TRUE,"Friday",TRUE,TRUE
16354520,"GGHB",160408,"04/08/2016 08:06:00","1179-Trfc Collision-1141 Enrt","I80 W / Abernathy Rd Ofr","Solano",NA,NA,38.244248,-122.082717,4,95,23182,80,"W","16.404",43.9,"",59,TRUE,"Friday",TRUE,TRUE
16355399,"GGHB",160408,"04/08/2016 15:32:00","1182-Trfc Collision-No Inj","I80 W","Oakland",NA,NA,37.8639,-122.303034,4,1,6000,80,"W","5.59",10.9,"",16,TRUE,"Friday",TRUE,FALSE
16355400,"GGHB",160408,"04/08/2016 15:30:00","1182-Trfc Collision-No Inj","I80 W","Oakland FSP",NA,NA,37.8639,-122.303034,4,1,6000,80,"W","5.59",10.9,"",13,TRUE,"Friday",TRUE,FALSE
16355401,"GGHB",160408,"04/08/2016 15:29:00","1183-Trfc Collision-Unkn Inj","I80 W / I680 N I80 Con","Solano",NA,NA,38.217548,-122.136844,4,95,23182,80,"W","12.904",40.4,"",9,TRUE,"Friday",TRUE,FALSE
16355804,"GGHB",160408,"04/08/2016 17:59:00","1183-Trfc Collision-Unkn Inj","I80 W / Treasure Island Onr","San Francisco",NA,NA,37.808087,-122.367206,4,75,67000,80,"W","7.64",4.1,"",15,TRUE,"Friday",TRUE,TRUE
16356192,"GGHB",160408,"04/08/2016 21:57:00","1183-Trfc Collision-Unkn Inj","I80 W / I580 E","Oakland",NA,NA,37.83312,-122.294587,4,1,22594,80,"W","3.39",8.7,"",50,TRUE,"Friday",TRUE,FALSE
16356349,"GGHB",160408,"04/08/2016 23:52:00","1183-Trfc Collision-Unkn Inj","I80 W Sr13 S Con / Sr13","Oakland",NA,NA,37.848706,-122.296379,4,1,22594,80,"W","4.49",9.8,"",7,TRUE,"Friday",TRUE,FALSE
16360106,"GGHB",160411,"04/11/2016 05:43:00","1183-Trfc Collision-Unkn Inj","I80 W / Sr4 I80 W Con","Contra Costa",NA,NA,38.008424,-122.275602,4,13,33308,80,"W","9.454",22.8,"",63,TRUE,"Monday",TRUE,FALSE
16360111,"GGHB",160411,"04/11/2016 05:46:00","1183-Trfc Collision-Unkn Inj","I80 W / Sr4 I80 W Con","Contra Costa FSP",NA,NA,38.008424,-122.275602,4,13,33308,80,"W","9.454",22.8,"",26,TRUE,"Monday",TRUE,FALSE
16360122,"GGHB",160411,"04/11/2016 06:03:00","1182-Trfc Collision-No Inj","I80 W / Pinole Valley Rd Ofr","Contra Costa FSP",NA,NA,38.00178,-122.281783,4,13,NA,80,"W","8.854",22.2,"",0,TRUE,"Monday",TRUE,TRUE
16360123,"GGHB",160411,"04/11/2016 06:01:00","1182-Trfc Collision-No Inj","I80 W / Pinole Valley Rd Ofr","Contra Costa",NA,NA,38.00178,-122.281783,4,13,NA,80,"W","8.854",22.2,"",4,TRUE,"Monday",TRUE,TRUE
16360286,"GGHB",160411,"04/11/2016 07:33:00","1182-Trfc Collision-No Inj","I80 W / Pinole Valley Rd Onr","Contra Costa FSP",NA,NA,37.99537,-122.289589,4,13,57288,80,"W","8.254",21.6,"",52,TRUE,"Monday",TRUE,TRUE
16360572,"GGHB",160411,"04/11/2016 09:54:00","1183-Trfc Collision-Unkn Inj","I80 W / Fremont St Ofr","San Francisco",NA,NA,37.78699,-122.389859,4,75,67000,80,"W","5.74",2.2,"",19,TRUE,"Monday",TRUE,TRUE
16360864,"GGHB",160411,"04/11/2016 13:00:00","1179-Trfc Collision-1141 Enrt","I80 W / El Portal Dr Ofr","Oakland",NA,NA,37.970799,-122.320338,4,13,60620,80,"W","5.554",18.9,"",66,TRUE,"Monday",TRUE,TRUE
16360974,"GGHB",160411,"04/11/2016 14:07:00","1183-Trfc Collision-Unkn Inj","I80 W / Albany Ofr","Oakland",NA,NA,37.895221,-122.308233,4,1,674,80,"W","7.79",13.1,"",5,TRUE,"Monday",TRUE,TRUE
16361016,"GGHB",160411,"04/11/2016 14:27:00","1183-Trfc Collision-Unkn Inj","I80 W / Treasure Island Onr","San Francisco",NA,NA,37.808087,-122.367206,4,75,67000,80,"W","7.64",4.1,"",26,TRUE,"Monday",TRUE,TRUE
16361091,"GGHB",160411,"04/11/2016 14:53:00","1182-Trfc Collision-No Inj","I80 W / Scales","Solano",NA,NA,38.229722,-122.116944,4,95,NA,80,"W","14.304",41.8,"",19,TRUE,"Monday",TRUE,FALSE
16361745,"GGHB",160411,"04/11/2016 20:30:00","1179-Trfc Collision-1141 Enrt","I80 W / Georgia St Ofr","Solano",NA,NA,38.101745,-122.22981,4,95,81666,80,"W","2.915",30.4,"",39,TRUE,"Monday",TRUE,TRUE
16362305,"GGHB",160412,"04/12/2016 08:03:00","1182-Trfc Collision-No Inj","I80 W / Sfobb Toll Plaza Ofr","Oakland",NA,NA,37.825388,-122.304799,4,1,53000,80,"W","2.49",7.8,"",18,TRUE,"Tuesday",TRUE,TRUE
16362306,"GGHB",160412,"04/12/2016 08:02:00","1179-Trfc Collision-1141 Enrt","I80 W / Powell St E Onr","GGFSP",NA,NA,37.830511,-122.294033,4,1,53000,80,"W","3.29",8.6,"",1,TRUE,"Tuesday",TRUE,TRUE
16362451,"GGHB",160412,"04/12/2016 09:27:00","1183-Trfc Collision-Unkn Inj","I80 W / Mason St Ofr","Solano",NA,NA,38.354411,-121.97866,4,95,81554,80,"W","R26.406",53.9,"",3,TRUE,"Tuesday",TRUE,TRUE
